speed_class,cell_type,vr_freq_cat,phase_values_for_norm_current,average_current,se_vchan,current_type
fast,V2aB,25,-0.46,0.6238686488646382,0.007893203866302812,inhibitory
fast,V2aB,25,-0.45,0.6217948939057555,0.007723428561645208,inhibitory
fast,V2aB,25,-0.44,0.6184205600252389,0.007539612459549527,inhibitory
fast,V2aB,25,-0.43,0.6152728624580033,0.007274154333584176,inhibitory
fast,V2aB,25,-0.42,0.610794959967035,0.007138349466097492,inhibitory
fast,V2aB,25,-0.41,0.6084532969704384,0.007072793797323421,inhibitory
fast,V2aB,25,-0.4,0.6055496794313856,0.0069249586959779915,inhibitory
fast,V2aB,25,-0.39,0.5975750755097718,0.006733366611681214,inhibitory
fast,V2aB,25,-0.38,0.5902150810584567,0.006676154236299921,inhibitory
fast,V2aB,25,-0.37,0.5837332521407615,0.006611554545168907,inhibitory
fast,V2aB,25,-0.36,0.5777466478387913,0.006528700941752636,inhibitory
fast,V2aB,25,-0.35,0.5702537878595413,0.0063656783831124025,inhibitory
fast,V2aB,25,-0.34,0.5599658243469238,0.006281819143914059,inhibitory
fast,V2aB,25,-0.33,0.5484742689848241,0.006261569937784988,inhibitory
fast,V2aB,25,-0.32,0.5370205744063625,0.006190368774721523,inhibitory
fast,V2aB,25,-0.31,0.524672769504672,0.006091902244195005,inhibitory
fast,V2aB,25,-0.3,0.5118261843229733,0.005965447654236302,inhibitory
fast,V2aB,25,-0.29,0.5005638582085701,0.005862971091815203,inhibitory
fast,V2aB,25,-0.28,0.4888666643876875,0.005828504195474091,inhibitory
fast,V2aB,25,-0.27,0.475226566784646,0.005812682665767603,inhibitory
fast,V2aB,25,-0.26,0.4618926349824373,0.005766531049290708,inhibitory
fast,V2aB,25,-0.25,0.4515465259894265,0.005711279364148746,inhibitory
fast,V2aB,25,-0.24,0.4407383351028354,0.00561427515711226,inhibitory
fast,V2aB,25,-0.23,0.42766201814246935,0.0055418929854311174,inhibitory
fast,V2aB,25,-0.22,0.41446072731299166,0.005521253603722428,inhibitory
fast,V2aB,25,-0.21,0.40314876385451,0.0054523248099096165,inhibitory
fast,V2aB,25,-0.2,0.3916829856623397,0.005392876727135459,inhibitory
fast,V2aB,25,-0.19,0.37977335398215095,0.005359981884739463,inhibitory
fast,V2aB,25,-0.18,0.3667017684775929,0.00536488909252706,inhibitory
fast,V2aB,25,-0.17,0.3539528572953587,0.005362079414295126,inhibitory
fast,V2aB,25,-0.16,0.3387167463974973,0.005245490049729026,inhibitory
fast,V2aB,25,-0.15,0.3270739632394075,0.005237877244647084,inhibitory
fast,V2aB,25,-0.14,0.3150391306536037,0.00519429793752308,inhibitory
fast,V2aB,25,-0.13,0.3036605748541006,0.0051806398563355,inhibitory
fast,V2aB,25,-0.12,0.2917296161611628,0.005188361328890798,inhibitory
fast,V2aB,25,-0.11,0.2830015064235297,0.005162006151719839,inhibitory
fast,V2aB,25,-0.1,0.2747682838492514,0.005175097278556244,inhibitory
fast,V2aB,25,-0.09,0.2672294800073733,0.005312001524804357,inhibitory
fast,V2aB,25,-0.08,0.2591739855642261,0.005257564754111175,inhibitory
fast,V2aB,25,-0.07,0.25131643952571786,0.005185913364750332,inhibitory
fast,V2aB,25,-0.0599999999999999,0.24545097926050885,0.005187344941491579,inhibitory
fast,V2aB,25,-0.0499999999999999,0.24036841264720493,0.005205919081151191,inhibitory
fast,V2aB,25,-0.04,0.2388209041526435,0.005207927603680304,inhibitory
fast,V2aB,25,-0.03,0.24322140479153753,0.005413439829918827,inhibitory
fast,V2aB,25,-0.02,0.24328331008198803,0.005592770036801587,inhibitory
fast,V2aB,25,-0.01,0.24407805450621858,0.005775004016258882,inhibitory
fast,V2aB,25,0,0.24612315940758858,0.005865839087834285,inhibitory
fast,V2aB,25,0.01,0.2470036151038813,0.00588934569853432,inhibitory
fast,V2aB,25,0.02,0.25098445295327027,0.006030482851525181,inhibitory
fast,V2aB,25,0.03,0.25591488412322055,0.006062105243890309,inhibitory
fast,V2aB,25,0.04,0.263906276322054,0.006123092537837182,inhibitory
fast,V2aB,25,0.0499999999999999,0.2748976687160123,0.006300521511106972,inhibitory
fast,V2aB,25,0.0599999999999999,0.28609710189490156,0.006456479423739654,inhibitory
fast,V2aB,25,0.07,0.2960794957114085,0.0065578351293930776,inhibitory
fast,V2aB,25,0.08,0.30594465787087055,0.006650096893828717,inhibitory
fast,V2aB,25,0.09,0.3130365943669916,0.0066728280043163194,inhibitory
fast,V2aB,25,0.1,0.3252894419006714,0.006713628016116603,inhibitory
fast,V2aB,25,0.11,0.33600666936854245,0.006875949365573668,inhibitory
fast,V2aB,25,0.12,0.344407258027555,0.006964528727005003,inhibitory
fast,V2aB,25,0.13,0.35465653695581045,0.0070683147480630915,inhibitory
