speed_class,cell_type,vr_freq_cat,phase_values_for_norm_current,average_current,se_vchan,current_type
fast,V2aD,45+,-0.18,0.43389946647751976,0.03747321814319754,inhibitory
fast,V2aD,45+,-0.17,0.4309715400432169,0.03832242314770011,inhibitory
fast,V2aD,45+,-0.16,0.4300212621915209,0.03755454945533503,inhibitory
fast,V2aD,45+,-0.15,0.42699605569957505,0.035967079689017134,inhibitory
fast,V2aD,45+,-0.14,0.4275020992692369,0.035099016467976474,inhibitory
fast,V2aD,45+,-0.13,0.4227540931892991,0.03525725328727412,inhibitory
fast,V2aD,45+,-0.12,0.4158410933575572,0.03598247333795344,inhibitory
fast,V2aD,45+,-0.11,0.4024973203854964,0.03638413349851031,inhibitory
fast,V2aD,45+,-0.1,0.39320191552285333,0.03665386837005746,inhibitory
fast,V2aD,45+,-0.09,0.39106997777723174,0.03648170969117733,inhibitory
fast,V2aD,45+,-0.08,0.387671975275533,0.036338038247381826,inhibitory
fast,V2aD,45+,-0.07,0.3787838608817547,0.03588041662004778,inhibitory
fast,V2aD,45+,-0.0599999999999999,0.3678673732765649,0.03536649576369466,inhibitory
fast,V2aD,45+,-0.0499999999999999,0.3513664082741664,0.034384170834227804,inhibitory
fast,V2aD,45+,-0.04,0.34412207380823023,0.03362959282809522,inhibitory
fast,V2aD,45+,-0.03,0.34621542802738897,0.0328960394261121,inhibitory
fast,V2aD,45+,-0.02,0.3515025630147791,0.03294207013993402,inhibitory
fast,V2aD,45+,-0.01,0.36121235681008323,0.03425135494572703,inhibitory
fast,V2aD,45+,0,0.3679858993987876,0.03478382793344587,inhibitory
fast,V2aD,45+,0.01,0.370825608897481,0.035462507188192625,inhibitory
fast,V2aD,45+,0.02,0.3695670923846068,0.03575480688431863,inhibitory
fast,V2aD,45+,0.03,0.3648691945829126,0.03541926985393346,inhibitory
fast,V2aD,45+,0.04,0.35861983949575255,0.035532131126910484,inhibitory
fast,V2aD,45+,0.0499999999999999,0.3559505203669542,0.0354741738928968,inhibitory
fast,V2aD,45+,0.0599999999999999,0.3580223139942676,0.03563558306751014,inhibitory
fast,V2aD,45+,0.07,0.3623306069271692,0.03580432475040429,inhibitory
fast,V2aD,45+,0.08,0.3623429608120466,0.03698683639325056,inhibitory
fast,V2aD,45+,0.09,0.358686414193985,0.03740646981985693,inhibitory
fast,V2aD,45+,0.1,0.3533178112715742,0.03727514163621802,inhibitory
fast,V2aD,45+,0.11,0.34937945189730746,0.03642650438633041,inhibitory
fast,V2aD,45+,0.12,0.3441793996019512,0.034651520005936055,inhibitory
fast,V2aD,45+,0.13,0.3478018697018954,0.0332783159581952,inhibitory
fast,V2aD,45+,0.14,0.35428422776170776,0.03395461127297011,inhibitory
fast,V2aD,45+,0.15,0.35091232717244053,0.03496829508214553,inhibitory
fast,V2aD,45+,0.16,0.3490135994882041,0.0352082195059489,inhibitory
fast,V2aD,45+,0.17,0.3516762779567402,0.03451400127103628,inhibitory
fast,V2aD,45+,0.18,0.3617012335605851,0.034791072253717734,inhibitory
fast,V2aD,45+,0.19,0.35898810884516213,0.03495730400755593,inhibitory
fast,V2aD,45+,0.2,0.3558966698747978,0.035484481759530825,inhibitory
fast,V2aD,45+,0.21,0.3540056040655207,0.034969569274300595,inhibitory
fast,V2aD,45+,0.22,0.35336292592171076,0.03445986839495304,inhibitory
fast,V2aD,45+,0.23,0.3507038081906768,0.03522788047250708,inhibitory
fast,V2aD,45+,0.24,0.3426808588866928,0.0358818775859527,inhibitory
fast,V2aD,45+,0.25,0.33361290683883843,0.03538763315825502,inhibitory
fast,V2aD,45+,0.26,0.33112541725365463,0.034995835019406334,inhibitory
fast,V2aD,45+,0.27,0.33208783001529874,0.035459555766338996,inhibitory
fast,V2aD,45+,0.28,0.32909365367686455,0.03568138419609693,inhibitory
fast,V2aD,45+,0.29,0.32397410862498444,0.035267839560668514,inhibitory
fast,V2aD,45+,0.3,0.31850189225085157,0.035394367154803125,inhibitory
fast,V2aD,45+,0.31,0.30908258572843106,0.035259276686606694,inhibitory
fast,V2aD,45+,0.32,0.29368570022700685,0.035589386151526486,inhibitory
fast,V2aD,45+,0.33,0.2868822002699772,0.03571790693980437,inhibitory
fast,V2aD,45+,0.34,0.2844673961649752,0.03541029451944576,inhibitory
fast,V2aD,45+,0.35,0.27664122800618435,0.035000905059486255,inhibitory
fast,V2aD,45+,0.36,0.2707920805738089,0.03426926545325756,inhibitory
fast,V2aD,45+,0.37,0.2677169978285854,0.03373310616259295,inhibitory
fast,V2aD,45+,0.38,0.27367109195372136,0.033375419835120365,inhibitory
fast,V2aD,45+,0.39,0.275737032409651,0.03435265181753772,inhibitory
fast,V2aD,45+,0.4,0.27567847071711177,0.035090977280826496,inhibitory
fast,V2aD,45+,0.41,0.27692639607163894,0.03537706242940135,inhibitory
fast,V2aD,45+,0.42,0.2832451559886036,0.035695708654195274,inhibitory
fast,V2aD,45+,0.43,0.3032953617455185,0.03744188208938985,inhibitory
fast,V2aD,45+,0.44,0.3179547406651183,0.03933043682952307,inhibitory
fast,V2aD,45+,0.45,0.3334471782309641,0.042200693323694846,inhibitory
fast,V2aD,45+,0.46,0.33623823237498607,0.04310868031723224,inhibitory
fast,V2aD,45+,0.47,0.33995085600177916,0.04237931633904196,inhibitory
fast,V2aD,45+,0.48,0.34819755416567844,0.0419505641716244,inhibitory
fast,V2aD,45+,0.49,0.3703435372353097,0.04262084684816857,inhibitory
fast,V2aD,45+,0.5,0.41621010125595753,0.04507732906728426,inhibitory
slow,V2aB,15,-0.5,0.6497018284465927,0.026794470989361295,inhibitory
slow,V2aB,15,-0.49,0.6557270354281256,0.025694809425482124,inhibitory
slow,V2aB,15,-0.48,0.6545699394571035,0.025050525724165572,inhibitory
slow,V2aB,15,-0.47,0.6446507252453232,0.02411031005801102,inhibitory
slow,V2aB,15,-0.46,0.6519716818068757,0.022739126134825843,inhibitory
slow,V2aB,15,-0.45,0.652177133421636,0.022809938726119708,inhibitory
slow,V2aB,15,-0.44,0.6346872601818093,0.021194439123618406,inhibitory
slow,V2aB,15,-0.43,0.6299536753591595,0.019559837161162795,inhibitory
slow,V2aB,15,-0.42,0.6308204893643349,0.019020913213372688,inhibitory
slow,V2aB,15,-0.41,0.6292832808678277,0.01801046130077767,inhibitory
slow,V2aB,15,-0.4,0.6190071938843136,0.017574391840924464,inhibitory
slow,V2aB,15,-0.39,0.6069137198973449,0.01689485423034701,inhibitory
slow,V2aB,15,-0.38,0.5986217905096097,0.016378369005923557,inhibitory
slow,V2aB,15,-0.37,0.5870237346665323,0.016583942458704738,inhibitory
slow,V2aB,15,-0.36,0.5690432426782069,0.016202253975358207,inhibitory
slow,V2aB,15,-0.35,0.5532075510053572,0.01600266755299634,inhibitory
slow,V2aB,15,-0.34,0.538733152589372,0.015749918985220872,inhibitory
slow,V2aB,15,-0.33,0.5248687460934996,0.015441517634378355,inhibitory
slow,V2aB,15,-0.32,0.5134669317332142,0.015500849614450155,inhibitory
slow,V2aB,15,-0.31,0.49385335724944945,0.014687447006033836,inhibitory
slow,V2aB,15,-0.3,0.47724558733131184,0.01429619771633883,inhibitory
slow,V2aB,15,-0.29,0.46390244853435386,0.014518934566645512,inhibitory
slow,V2aB,15,-0.28,0.4449224798213463,0.01414890261407597,inhibitory
slow,V2aB,15,-0.27,0.43027307535587594,0.014305343681224608,inhibitory
slow,V2aB,15,-0.26,0.4194193849350147,0.01427808647710845,inhibitory
slow,V2aB,15,-0.25,0.40313218041259924,0.013986529127496237,inhibitory
slow,V2aB,15,-0.24,0.39254062298651476,0.013459504311853464,inhibitory
slow,V2aB,15,-0.23,0.3825678079024747,0.013052711127919584,inhibitory
slow,V2aB,15,-0.22,0.36672037342412883,0.012696820894022107,inhibitory
slow,V2aB,15,-0.21,0.3543033988118761,0.01254329327493211,inhibitory
slow,V2aB,15,-0.2,0.3468138638722275,0.012731939330126743,inhibitory
slow,V2aB,15,-0.19,0.34052568419871304,0.012554275718706919,inhibitory
slow,V2aB,15,-0.18,0.32691315454322517,0.012314804341213001,inhibitory
slow,V2aB,15,-0.17,0.31476359229898504,0.011821584936992598,inhibitory
slow,V2aB,15,-0.16,0.3016811638199902,0.011577936102687788,inhibitory
slow,V2aB,15,-0.15,0.2873037361194083,0.011136738717628235,inhibitory
slow,V2aB,15,-0.14,0.27454805429445134,0.010757018963889068,inhibitory
slow,V2aB,15,-0.13,0.2615364560747009,0.010384253960912731,inhibitory
slow,V2aB,15,-0.12,0.25017791776926684,0.010412516283600567,inhibitory
slow,V2aB,15,-0.11,0.23743651628479454,0.01059656316659831,inhibitory
slow,V2aB,15,-0.1,0.22943579206291914,0.010331841123228006,inhibitory
slow,V2aB,15,-0.09,0.22500149427071803,0.010640511666483774,inhibitory
slow,V2aB,15,-0.08,0.22126427343633165,0.01125451394326019,inhibitory
slow,V2aB,15,-0.07,0.2212295097817861,0.011501538461474467,inhibitory
slow,V2aB,15,-0.0599999999999999,0.21507847400658694,0.012167142459851099,inhibitory
slow,V2aB,15,-0.0499999999999999,0.20409058471096045,0.011728726830240165,inhibitory
slow,V2aB,15,-0.04,0.19572913488244903,0.010990083900076306,inhibitory
slow,V2aB,15,-0.03,0.18762187639059408,0.010847305845190343,inhibitory
slow,V2aB,15,-0.02,0.179351150640715,0.010763386714615823,inhibitory
slow,V2aB,15,-0.01,0.17876052776071244,0.010844108624536242,inhibitory
slow,V2aB,15,0,0.17976794584377942,0.011242745374996723,inhibitory
slow,V2aB,15,0.01,0.17596958795876447,0.011762824825569142,inhibitory
slow,V2aB,15,0.02,0.16783161069897012,0.010883851870599282,inhibitory
slow,V2aB,15,0.03,0.16545964273299754,0.010595640809479341,inhibitory
slow,V2aB,15,0.04,0.1602844694683693,0.01051012567308526,inhibitory
slow,V2aB,15,0.0499999999999999,0.15332787371706316,0.010067717747726275,inhibitory
slow,V2aB,15,0.0599999999999999,0.15154332563473705,0.009485683545651082,inhibitory
slow,V2aB,15,0.07,0.148664108716979,0.009328972204732396,inhibitory
slow,V2aB,15,0.08,0.1492997796973311,0.009672511265382298,inhibitory
slow,V2aB,15,0.09,0.14752629090729105,0.009691014786074351,inhibitory
slow,V2aB,15,0.1,0.15012445122345525,0.010348960313365272,inhibitory
slow,V2aB,15,0.11,0.1478061132724833,0.010860954796279385,inhibitory
slow,V2aB,15,0.12,0.1401386144826363,0.010577152346709043,inhibitory
slow,V2aB,15,0.13,0.13768186406193264,0.010549437199241618,inhibitory
slow,V2aB,15,0.14,0.14461896984287453,0.011775155906342035,inhibitory
slow,V2aB,15,0.15,0.14989791874959038,0.013066917040868518,inhibitory
slow,V2aB,15,0.16,0.1477671620047614,0.012265120994256688,inhibitory
slow,V2aB,15,0.17,0.1486073409583353,0.012184029413770921,inhibitory
slow,V2aB,15,0.18,0.15764697531240107,0.013725589241519415,inhibitory
slow,V2aB,15,0.19,0.15573864137304744,0.013535360283975596,inhibitory
slow,V2aB,15,0.2,0.15961808593105947,0.013852975425448746,inhibitory
slow,V2aB,15,0.21,0.16981907462023263,0.015059761870456014,inhibitory
slow,V2aB,15,0.22,0.17506485087550536,0.016629589018419967,inhibitory
slow,V2aB,15,0.23,0.18006683709288462,0.01734006102457127,inhibitory
slow,V2aB,15,0.24,0.18740218996021385,0.01789894714097116,inhibitory
slow,V2aB,15,0.25,0.18765523580600724,0.0185057560980008,inhibitory
slow,V2aB,15,0.26,0.1962165708308589,0.018669347637274427,inhibitory
slow,V2aB,15,0.27,0.22433684392158323,0.02063189624634777,inhibitory
slow,V2aB,15,0.28,0.24508170088561243,0.02236834900704988,inhibitory
slow,V2aB,15,0.29,0.2637669303079319,0.023115255017971157,inhibitory
slow,V2aB,15,0.3,0.2809024497957527,0.02396131703836326,inhibitory
slow,V2aB,15,0.31,0.28765799846369294,0.023854018199426747,inhibitory
slow,V2aB,15,0.32,0.2913858660059553,0.02365231490582332,inhibitory
slow,V2aB,15,0.33,0.30715453487960226,0.0240549516842581,inhibitory
slow,V2aB,15,0.34,0.3154405041519771,0.024679210909998753,inhibitory
slow,V2aB,15,0.35,0.32080467249998473,0.024541213027661553,inhibitory
slow,V2aB,15,0.36,0.3247527822392849,0.02498210795830839,inhibitory
slow,V2aB,15,0.37,0.3280401342514597,0.024495943314592213,inhibitory
slow,V2aB,15,0.38,0.3428044852345269,0.02427871662000664,inhibitory
slow,V2aB,15,0.39,0.3520191552897097,0.02429960495239249,inhibitory
slow,V2aB,15,0.4,0.3652573913462015,0.024654318233059726,inhibitory
slow,V2aB,15,0.41,0.37796471950392496,0.025409039176673556,inhibitory
slow,V2aB,15,0.42,0.3901605607755671,0.025328866098266994,inhibitory
slow,V2aB,15,0.43,0.4061766024530723,0.025665483257045412,inhibitory
slow,V2aB,15,0.44,0.4074788397979665,0.02574122495657626,inhibitory
slow,V2aB,15,0.45,0.41176373864301474,0.025356272068542348,inhibitory
slow,V2aB,15,0.46,0.4277826824381611,0.02546736273204296,inhibitory
slow,V2aB,15,0.47,0.440535022061131,0.025635736623934834,inhibitory
slow,V2aB,15,0.48,0.4585726771794377,0.02502236438917369,inhibitory
slow,V2aB,15,0.49,0.4766581658724103,0.025428154844392283,inhibitory
slow,V2aB,15,0.5,0.4804293118363315,0.025269977015982662,inhibitory
slow,V2aB,25,-0.5,0.6691729018319026,0.010783935935273747,inhibitory
slow,V2aB,25,-0.49,0.6762895863892371,0.010477233091080267,inhibitory
slow,V2aB,25,-0.48,0.6798021683940015,0.010145192127292757,inhibitory
slow,V2aB,25,-0.47,0.6783449191162144,0.009856932576860078,inhibitory
slow,V2aB,25,-0.46,0.6742797433563731,0.009463166525092171,inhibitory
slow,V2aB,25,-0.45,0.6681978125142928,0.009133072672249146,inhibitory
slow,V2aB,25,-0.44,0.6632930957555809,0.008953913723136626,inhibitory
slow,V2aB,25,-0.43,0.6571004005730291,0.008816721148488022,inhibitory
slow,V2aB,25,-0.42,0.6513513280344876,0.008727762254387716,inhibitory
slow,V2aB,25,-0.41,0.6458049981507418,0.008569933128598559,inhibitory
slow,V2aB,25,-0.4,0.6412670640911272,0.008373703278400476,inhibitory
slow,V2aB,25,-0.39,0.6390696762832241,0.00831016121699178,inhibitory
slow,V2aB,25,-0.38,0.6310948902706444,0.008089398363049075,inhibitory
slow,V2aB,25,-0.37,0.6199648654421435,0.00782399751508811,inhibitory
slow,V2aB,25,-0.36,0.6069966883594495,0.007668708918040559,inhibitory
slow,V2aB,25,-0.35,0.5943385610127797,0.007703926599517198,inhibitory
slow,V2aB,25,-0.34,0.5858692727257344,0.007730662733321464,inhibitory
slow,V2aB,25,-0.33,0.5749385922955604,0.007512389142327327,inhibitory
slow,V2aB,25,-0.32,0.5616905232704716,0.007316721681613682,inhibitory
slow,V2aB,25,-0.31,0.5462080673451258,0.007159972093304089,inhibitory
slow,V2aB,25,-0.3,0.5306016967285977,0.007049243385212892,inhibitory
slow,V2aB,25,-0.29,0.5162085225040595,0.006930383926321173,inhibitory
slow,V2aB,25,-0.28,0.4988907714212009,0.006844845202658602,inhibitory
slow,V2aB,25,-0.27,0.483449613086785,0.006807881091782735,inhibitory
slow,V2aB,25,-0.26,0.46475935174678884,0.0067178481340739,inhibitory
slow,V2aB,25,-0.25,0.44446077641857784,0.006637737469653282,inhibitory
slow,V2aB,25,-0.24,0.4262056677070662,0.006421780396533749,inhibitory
slow,V2aB,25,-0.23,0.4128036994107553,0.006337112873460002,inhibitory
slow,V2aB,25,-0.22,0.4008263078750147,0.006324202705599236,inhibitory
slow,V2aB,25,-0.21,0.38413100733114386,0.006380097538515347,inhibitory
slow,V2aB,25,-0.2,0.36748823491062615,0.006470475946253422,inhibitory
slow,V2aB,25,-0.19,0.3510238003034333,0.006425870156190442,inhibitory
slow,V2aB,25,-0.18,0.3352439203176407,0.006382193454704431,inhibitory
slow,V2aB,25,-0.17,0.3196151870737945,0.006298901314752327,inhibitory
slow,V2aB,25,-0.16,0.3029887561397346,0.006251291437775387,inhibitory
slow,V2aB,25,-0.15,0.29025951943143996,0.006182310133656005,inhibitory
slow,V2aB,25,-0.14,0.27850588004131377,0.00601184127436277,inhibitory
slow,V2aB,25,-0.13,0.2671109472823859,0.0060011400095938165,inhibitory
slow,V2aB,25,-0.12,0.2559687201916254,0.0060874758777602084,inhibitory
slow,V2aB,25,-0.11,0.24674026205115857,0.006070026998487903,inhibitory
slow,V2aB,25,-0.1,0.2378022678640432,0.0059836513974035775,inhibitory
slow,V2aB,25,-0.09,0.2306345196532853,0.006127257595239062,inhibitory
slow,V2aB,25,-0.08,0.22385311842098807,0.006155899210713642,inhibitory
slow,V2aB,25,-0.07,0.2172932631201437,0.006011109033615603,inhibitory
slow,V2aB,25,-0.0599999999999999,0.21060854374288882,0.006081637425063864,inhibitory
slow,V2aB,25,-0.0499999999999999,0.20331225293636065,0.006252126931898358,inhibitory
slow,V2aB,25,-0.04,0.19734659111505717,0.006233460532376477,inhibitory
slow,V2aB,25,-0.03,0.19423653588134582,0.006170035485581594,inhibitory
slow,V2aB,25,-0.02,0.19145238694137312,0.006115502168791145,inhibitory
slow,V2aB,25,-0.01,0.19041506836876831,0.006088150782525445,inhibitory
slow,V2aB,25,0,0.18957248653272915,0.006211233904827257,inhibitory
slow,V2aB,25,0.01,0.18909389519543843,0.00619444634650297,inhibitory
slow,V2aB,25,0.02,0.19064034284848688,0.0062852162787763125,inhibitory
slow,V2aB,25,0.03,0.19372440792272494,0.006369546236722008,inhibitory
slow,V2aB,25,0.04,0.2016539282272726,0.006411362479077161,inhibitory
slow,V2aB,25,0.0499999999999999,0.20883169275341684,0.00641032299665705,inhibitory
slow,V2aB,25,0.0599999999999999,0.2156200140953233,0.006440322995460547,inhibitory
slow,V2aB,25,0.07,0.21907985930710414,0.006533465220036711,inhibitory
slow,V2aB,25,0.08,0.22360483443187715,0.006629437345832433,inhibitory
slow,V2aB,25,0.09,0.2265589338144594,0.006645667126879922,inhibitory
slow,V2aB,25,0.1,0.2316883228712221,0.0066894851480481755,inhibitory
slow,V2aB,25,0.11,0.23985768825324233,0.006840680993425492,inhibitory
slow,V2aB,25,0.12,0.24677910858475008,0.0070096018395395445,inhibitory
slow,V2aB,25,0.13,0.2525608744671023,0.00714252970436642,inhibitory
slow,V2aB,25,0.14,0.2565948426754871,0.0071517991863324845,inhibitory
slow,V2aB,25,0.15,0.26090787263937937,0.007087678368160765,inhibitory
slow,V2aB,25,0.16,0.26537103553314617,0.007127119639344525,inhibitory
slow,V2aB,25,0.17,0.2715766587646414,0.007305873982122426,inhibitory
slow,V2aB,25,0.18,0.2779901396766498,0.00745756763722035,inhibitory
slow,V2aB,25,0.19,0.27888277832533637,0.0073711427308667254,inhibitory
slow,V2aB,25,0.2,0.27934427395915656,0.007363095033545163,inhibitory
slow,V2aB,25,0.21,0.28117870833495684,0.007415552340605216,inhibitory
slow,V2aB,25,0.22,0.2857749402630527,0.007628594404923452,inhibitory
slow,V2aB,25,0.23,0.2906691083020192,0.007835732708627982,inhibitory
slow,V2aB,25,0.24,0.29393830703886353,0.007989126091809826,inhibitory
slow,V2aB,25,0.25,0.2969647348219981,0.008087294222048005,inhibitory
slow,V2aB,25,0.26,0.3008121338309114,0.008191707426621666,inhibitory
slow,V2aB,25,0.27,0.3073024840292741,0.008401261118492648,inhibitory
slow,V2aB,25,0.28,0.31722296991639864,0.008790328434768912,inhibitory
slow,V2aB,25,0.29,0.3249698139844883,0.009005428388430775,inhibitory
slow,V2aB,25,0.3,0.334825202220332,0.00891747015001973,inhibitory
slow,V2aB,25,0.31,0.3434480731931597,0.008981048789540272,inhibitory
slow,V2aB,25,0.32,0.35083273582499497,0.009096691802704426,inhibitory
slow,V2aB,25,0.33,0.3591011794096869,0.00930835091580945,inhibitory
slow,V2aB,25,0.34,0.36936613830017284,0.009498103274741567,inhibitory
slow,V2aB,25,0.35,0.3764597767629788,0.00949982984992426,inhibitory
slow,V2aB,25,0.36,0.38485940901790866,0.009606693272513062,inhibitory
slow,V2aB,25,0.37,0.394106598809291,0.009652719417787569,inhibitory
slow,V2aB,25,0.38,0.40582174817475536,0.009700396431142119,inhibitory
slow,V2aB,25,0.39,0.4183962308685097,0.00988001491670667,inhibitory
slow,V2aB,25,0.4,0.43163742661623844,0.009803234918100564,inhibitory
slow,V2aB,25,0.41,0.4452442542424547,0.009947997591697566,inhibitory
slow,V2aB,25,0.42,0.45549183802077076,0.010179112430846836,inhibitory
slow,V2aB,25,0.43,0.4648278182085088,0.010241288722311849,inhibitory
slow,V2aB,25,0.44,0.4756178615963938,0.010356451553080242,inhibitory
slow,V2aB,25,0.45,0.48675036015666867,0.010329233736662172,inhibitory
slow,V2aB,25,0.46,0.5016406254709389,0.010325748242288995,inhibitory
slow,V2aB,25,0.47,0.5139413020065652,0.010303374015561369,inhibitory
slow,V2aB,25,0.48,0.5252329975774631,0.01032647415528031,inhibitory
slow,V2aB,25,0.49,0.5350164794597763,0.010427787759559772,inhibitory
slow,V2aB,25,0.5,0.5429308918041237,0.010473378076613004,inhibitory
slow,V2aB,35,-0.5,0.6268011509517836,0.027885764297038592,inhibitory
slow,V2aB,35,-0.49,0.624814198849989,0.027710546514884887,inhibitory
slow,V2aB,35,-0.48,0.6128404694393196,0.02691552029713721,inhibitory
slow,V2aB,35,-0.47,0.6008161203649324,0.02665448957585769,inhibitory
slow,V2aB,35,-0.46,0.5926392540609317,0.026661566778351818,inhibitory
slow,V2aB,35,-0.45,0.583224634803169,0.026103734592835316,inhibitory
slow,V2aB,35,-0.44,0.5790376755476739,0.025141310394499444,inhibitory
slow,V2aB,35,-0.43,0.5767278849841367,0.024612145139758724,inhibitory
slow,V2aB,35,-0.42,0.575926252345716,0.025177861870427223,inhibitory
slow,V2aB,35,-0.41,0.5746765467848173,0.024998127933096158,inhibitory
slow,V2aB,35,-0.4,0.5711492540141283,0.024322873060595124,inhibitory
slow,V2aB,35,-0.39,0.569487064524894,0.024571052906679047,inhibitory
slow,V2aB,35,-0.38,0.5636672693503246,0.024450966301210707,inhibitory
slow,V2aB,35,-0.37,0.5499566846791115,0.023787448188222055,inhibitory
slow,V2aB,35,-0.36,0.5372503921634907,0.023205856782264337,inhibitory
slow,V2aB,35,-0.35,0.5321360068435124,0.023486808749478068,inhibitory
slow,V2aB,35,-0.34,0.5210562295076957,0.02405152439460754,inhibitory
slow,V2aB,35,-0.33,0.49821699362374106,0.024421675328029035,inhibitory
slow,V2aB,35,-0.32,0.47288872438154644,0.024661933372157656,inhibitory
slow,V2aB,35,-0.31,0.4552646041707627,0.02381561863048574,inhibitory
slow,V2aB,35,-0.3,0.43688317051715087,0.022541506259253448,inhibitory
slow,V2aB,35,-0.29,0.42371592496487276,0.022330785318861523,inhibitory
slow,V2aB,35,-0.28,0.41036875828563635,0.02268236522573086,inhibitory
slow,V2aB,35,-0.27,0.40400694917720487,0.022989937406070506,inhibitory
slow,V2aB,35,-0.26,0.3994921585693085,0.02239473475160214,inhibitory
slow,V2aB,35,-0.25,0.39666732884530187,0.02182749416351359,inhibitory
slow,V2aB,35,-0.24,0.38408933371729764,0.02157681116551333,inhibitory
slow,V2aB,35,-0.23,0.36339863167525954,0.020315808699152133,inhibitory
slow,V2aB,35,-0.22,0.35127409443531704,0.01974066607749017,inhibitory
slow,V2aB,35,-0.21,0.3425658602746085,0.020602572290844015,inhibitory
slow,V2aB,35,-0.2,0.3311282907111672,0.020359761041703225,inhibitory
slow,V2aB,35,-0.19,0.32395596667143167,0.01991380186377407,inhibitory
slow,V2aB,35,-0.18,0.326255344231608,0.01984910887799375,inhibitory
slow,V2aB,35,-0.17,0.3219508968676439,0.02018664136483952,inhibitory
slow,V2aB,35,-0.16,0.31543819616471935,0.020854915914337014,inhibitory
slow,V2aB,35,-0.15,0.30984475444201776,0.02088294916524081,inhibitory
slow,V2aB,35,-0.14,0.3068538861825266,0.02085900152817548,inhibitory
slow,V2aB,35,-0.13,0.3065814552603373,0.02176978770290076,inhibitory
slow,V2aB,35,-0.12,0.30893661077368323,0.02170067990467271,inhibitory
slow,V2aB,35,-0.11,0.3113872467403744,0.02113940835549778,inhibitory
slow,V2aB,35,-0.1,0.3121043610361894,0.021302570101380033,inhibitory
slow,V2aB,35,-0.09,0.31326849437441023,0.0215415268648882,inhibitory
slow,V2aB,35,-0.08,0.3097873011634676,0.021799475814808365,inhibitory
slow,V2aB,35,-0.07,0.31064594501718273,0.02270148633553381,inhibitory
slow,V2aB,35,-0.0599999999999999,0.3165755592113235,0.022760685548856914,inhibitory
slow,V2aB,35,-0.0499999999999999,0.3129009711534315,0.02212708510900197,inhibitory
slow,V2aB,35,-0.04,0.30415312611492284,0.021729074806602633,inhibitory
slow,V2aB,35,-0.03,0.30294212975535145,0.022928244657556312,inhibitory
slow,V2aB,35,-0.02,0.30270097956655734,0.024072953638233714,inhibitory
slow,V2aB,35,-0.01,0.29495153261380536,0.024007718392736337,inhibitory
slow,V2aB,35,0,0.2935939840677531,0.023704544378504434,inhibitory
slow,V2aB,35,0.01,0.29516402367352346,0.023559749025011123,inhibitory
slow,V2aB,35,0.02,0.2895047705208278,0.0232251326835206,inhibitory
slow,V2aB,35,0.03,0.29282337588386415,0.02307992466885802,inhibitory
slow,V2aB,35,0.04,0.29939572435592426,0.023279401754160108,inhibitory
slow,V2aB,35,0.0499999999999999,0.30029530163092744,0.023481304053460335,inhibitory
slow,V2aB,35,0.0599999999999999,0.30063025336912275,0.023316329891271338,inhibitory
slow,V2aB,35,0.07,0.29615478121999655,0.023157209904564633,inhibitory
slow,V2aB,35,0.08,0.2928368164214901,0.02255695552375766,inhibitory
slow,V2aB,35,0.09,0.29811554539700597,0.022801998707977146,inhibitory
slow,V2aB,35,0.1,0.3110194137597151,0.023812946572231954,inhibitory
slow,V2aB,35,0.11,0.32037646740220244,0.02397179796443171,inhibitory
slow,V2aB,35,0.12,0.33761627890613183,0.02425148416228992,inhibitory
slow,V2aB,35,0.13,0.35059024161896835,0.025203214182819542,inhibitory
slow,V2aB,35,0.14,0.3539818266743253,0.02547468800592911,inhibitory
slow,V2aB,35,0.15,0.35466412133622377,0.024970066394868526,inhibitory
slow,V2aB,35,0.16,0.35614225563455515,0.02427902934962237,inhibitory
slow,V2aB,35,0.17,0.3566588069460047,0.023337558675640614,inhibitory
slow,V2aB,35,0.18,0.3515865614755131,0.02229017397456302,inhibitory
slow,V2aB,35,0.19,0.35828484320427434,0.02235266933298762,inhibitory
slow,V2aB,35,0.2,0.36877889868652025,0.022246451839692035,inhibitory
slow,V2aB,35,0.21,0.3827252734382738,0.02258373128625025,inhibitory
slow,V2aB,35,0.22,0.39550579145635184,0.023309851443206686,inhibitory
slow,V2aB,35,0.23,0.402939066593063,0.023680633185192604,inhibitory
slow,V2aB,35,0.24,0.40847265121471543,0.023348904690939334,inhibitory
slow,V2aB,35,0.25,0.4143704391141696,0.023311985591752387,inhibitory
slow,V2aB,35,0.26,0.4205515319872018,0.023955878277014394,inhibitory
slow,V2aB,35,0.27,0.42438000053927466,0.02416323054197577,inhibitory
slow,V2aB,35,0.28,0.4286688656118365,0.024634486931595506,inhibitory
slow,V2aB,35,0.29,0.4293035054020364,0.025223710509459922,inhibitory
slow,V2aB,35,0.3,0.4335318975824015,0.0251042894921511,inhibitory
slow,V2aB,35,0.31,0.44791671616705553,0.02451421990356099,inhibitory
slow,V2aB,35,0.32,0.4607381589901934,0.02448079251061528,inhibitory
slow,V2aB,35,0.33,0.4683339948199862,0.02489351189398042,inhibitory
slow,V2aB,35,0.34,0.48666830013892337,0.02536933391341454,inhibitory
slow,V2aB,35,0.35,0.5057218391112515,0.025447974128740603,inhibitory
slow,V2aB,35,0.36,0.509647089969605,0.024831340998150465,inhibitory
slow,V2aB,35,0.37,0.5057134254278851,0.0255527727694033,inhibitory
