Trace name,ID,On time,Freq,Tags,Type,Seconds
2012_08_07_0019,1,2622.31,,bout start; shock,Inhibitory,2.62231
2012_08_07_0019,2,2649.84,36.324,,Inhibitory,2.64984
2012_08_07_0019,3,2678.98,34.3171,,Inhibitory,2.67898
2012_08_07_0019,4,2707.76,34.7464,,Inhibitory,2.7077600000000004
2012_08_07_0019,5,2738.17,32.8839,,Inhibitory,2.73817
2012_08_07_0019,6,2766.78,34.9528,,Inhibitory,2.7667800000000002
2012_08_07_0019,7,2797.65,32.3939,,Inhibitory,2.79765
2012_08_07_0019,8,2828.42,32.4992,,Inhibitory,2.82842
2012_08_07_0019,9,2860.87,30.8166,,Inhibitory,2.86087
2012_08_07_0019,10,2891.86,32.2685,,Inhibitory,2.8918600000000003
2012_08_07_0019,11,2924.87,30.2939,,Inhibitory,2.92487
2012_08_07_0019,12,2960.35,28.1849,,Inhibitory,2.96035
2012_08_07_0019,13,2996.47,27.6855,,Inhibitory,2.99647
2012_08_07_0019,14,3026.92,32.8407,,Inhibitory,3.02692
2012_08_07_0019,15,3054.1,36.7918,,Inhibitory,3.0541
2012_08_07_0019,16,3082.54,35.1617,,Inhibitory,3.08254
2012_08_07_0019,17,3110.51,35.7526,,Inhibitory,3.11051
2012_08_07_0019,18,3136.85,37.9651,,Inhibitory,3.13685
2012_08_07_0019,19,3163.78,37.1333,,Inhibitory,3.1637800000000005
2012_08_07_0019,20,3191.96,35.4862,,Inhibitory,3.19196
2012_08_07_0019,21,3217.77,38.7447,,Inhibitory,3.2177700000000002
2012_08_07_0019,22,3246.1,35.2983,,Inhibitory,3.2460999999999998
2012_08_07_0019,23,3272.73,37.5516,,Inhibitory,3.27273
2012_08_07_0019,24,3300.78,35.6506,,Inhibitory,3.30078
2012_08_07_0019,25,3335.82,28.5388,,Inhibitory,3.3358200000000005
2012_08_07_0019,26,3363.38,36.2845,,Inhibitory,3.3633800000000003
2012_08_07_0019,27,3392.52,34.3171,,Inhibitory,3.39252
2012_08_07_0019,28,3427.3,28.7522,,Inhibitory,3.4273000000000002
2012_08_07_0019,29,3459.7,30.8642,,Inhibitory,3.4596999999999998
2012_08_07_0019,30,3489.53,33.5233,,Inhibitory,3.4895300000000002
2012_08_07_0019,31,3522.0,30.7977,,Inhibitory,3.5220000000000002
2012_08_07_0019,32,3552.87,32.3939,,Inhibitory,3.55287
2012_08_07_0019,33,3585.1,31.027,,Inhibitory,3.5851
2012_08_07_0019,34,3616.27,32.0821,bout end,Inhibitory,3.61627
