Trace name,ID,On time,Freq,Tags,Type,Seconds
2013_03_22_0053,1,3309.17,,bout start; shock,Inhibitory,3.30917
2013_03_22_0053,2,3334.39,39.6511,,Inhibitory,3.33439
2013_03_22_0053,3,3370.52,27.6778,,Inhibitory,3.37052
2013_03_22_0053,4,3405.8,28.3447,,Inhibitory,3.4058
2013_03_22_0053,5,3440.99,28.4172,,Inhibitory,3.4409899999999998
2013_03_22_0053,6,3474.48,29.8597,,Inhibitory,3.4744800000000002
2013_03_22_0053,7,3506.43,31.2989,,Inhibitory,3.50643
2013_03_22_0053,8,3542.5,27.7239,,Inhibitory,3.5425
2013_03_22_0053,9,3575.68,30.1386,,Inhibitory,3.5756799999999997
2013_03_22_0053,10,3608.04,30.9023,,Inhibitory,3.60804
2013_03_22_0053,11,3639.8,31.4861,,Inhibitory,3.6398
2013_03_22_0053,12,3671.44,31.6056,,Inhibitory,3.67144
2013_03_22_0053,13,3700.56,34.3407,bout end,Inhibitory,3.70056
2013_03_22_0053,14,13110.35,0.1063,bout start; shock,Inhibitory,13.11035
2013_03_22_0053,15,13130.44,49.776,,Inhibitory,13.13044
2013_03_22_0053,16,13159.44,34.4828,,Inhibitory,13.15944
2013_03_22_0053,17,13197.12,26.5393,,Inhibitory,13.197120000000002
2013_03_22_0053,18,13232.11,28.5796,,Inhibitory,13.23211
2013_03_22_0053,19,13268.43,27.533,,Inhibitory,13.26843
2013_03_22_0053,20,13300.65,31.0366,,Inhibitory,13.30065
2013_03_22_0053,21,13335.17,28.9687,,Inhibitory,13.33517
2013_03_22_0053,22,13367.65,30.7882,,Inhibitory,13.36765
2013_03_22_0053,23,13401.19,29.8151,,Inhibitory,13.401190000000001
2013_03_22_0053,24,13434.39,30.1205,,Inhibitory,13.43439
2013_03_22_0053,25,13472.69,26.1097,,Inhibitory,13.47269
2013_03_22_0053,26,13509.43,27.2183,,Inhibitory,13.50943
2013_03_22_0053,27,13543.2,29.6121,,Inhibitory,13.5432
2013_03_22_0053,28,13574.65,31.7965,bout end,Inhibitory,13.57465
2013_03_22_0053,29,21673.1,0.1235,bout start; shock,Inhibitory,21.673099999999998
2013_03_22_0053,30,21704.2,32.1543,,Inhibitory,21.7042
2013_03_22_0053,31,21741.47,26.8312,,Inhibitory,21.741470000000003
