Trace name,ID,On time,Freq,Tags,Type,Seconds
2012_08_31_0011,1,14396.01,,bout start; shock,Inhibitory,14.39601
2012_08_31_0011,2,14414.65,53.6481,,Inhibitory,14.41465
2012_08_31_0011,3,14433.56,52.8821,,Inhibitory,14.43356
2012_08_31_0011,4,14458.45,40.1768,,Inhibitory,14.458450000000001
2012_08_31_0011,5,14490.82,30.8928,,Inhibitory,14.49082
2012_08_31_0011,6,14524.12,30.03,,Inhibitory,14.524120000000002
2012_08_31_0011,7,14555.03,32.352,,Inhibitory,14.55503
2012_08_31_0011,8,14589.92,28.6615,,Inhibitory,14.589920000000001
2012_08_31_0011,9,14629.48,25.2781,bout end,Inhibitory,14.62948
2012_08_31_0011,10,15294.21,1.5044,bout start; spontaneous,Inhibitory,15.29421
2012_08_31_0011,11,15315.88,46.1467,,Inhibitory,15.31588
2012_08_31_0011,12,15337.2,46.9043,,Inhibitory,15.337200000000001
2012_08_31_0011,13,15363.1,38.61,,Inhibitory,15.363100000000001
2012_08_31_0011,14,15394.99,31.3578,,Inhibitory,15.39499
2012_08_31_0011,15,15429.7,28.8101,,Inhibitory,15.4297
2012_08_31_0011,16,15464.27,28.9268,,Inhibitory,15.46427
2012_08_31_0011,17,15503.05,25.7865,,Inhibitory,15.50305
2012_08_31_0011,18,15539.89,27.1444,bout end,Inhibitory,15.53989
2012_08_31_0011,19,17212.16,0.598,bout start; shock,Inhibitory,17.21216
2012_08_31_0011,20,17235.57,42.7168,,Inhibitory,17.23557
2012_08_31_0011,21,17258.34,43.9174,,Inhibitory,17.25834
2012_08_31_0011,22,17285.5,36.8189,,Inhibitory,17.2855
2012_08_31_0011,23,17312.27,37.3552,,Inhibitory,17.31227
2012_08_31_0011,24,17339.37,36.9004,,Inhibitory,17.33937
2012_08_31_0011,25,17369.39,33.3111,,Inhibitory,17.36939
2012_08_31_0011,26,17398.76,34.0483,,Inhibitory,17.39876
2012_08_31_0011,27,17428.1,34.0832,,Inhibitory,17.4281
2012_08_31_0011,28,17454.7,37.594,,Inhibitory,17.454700000000003
2012_08_31_0011,29,17488.71,29.4031,,Inhibitory,17.48871
2012_08_31_0011,30,17526.67,26.3435,,Inhibitory,17.52667
2012_08_31_0011,31,17566.32,25.2207,bout end,Inhibitory,17.56632
2012_08_31_0011,32,19040.16,0.6785,bout start; spontaneous,Inhibitory,19.04016
2012_08_31_0011,33,19071.52,31.8878,,Inhibitory,19.07152
2012_08_31_0011,34,19093.03,46.49,,Inhibitory,19.09303
2012_08_31_0011,35,19114.06,47.5511,,Inhibitory,19.114060000000002
2012_08_31_0011,36,19140.71,37.5235,,Inhibitory,19.14071
2012_08_31_0011,37,19174.97,29.1886,,Inhibitory,19.174970000000002
2012_08_31_0011,38,19214.78,25.1193,,Inhibitory,19.214779999999998
2012_08_31_0011,39,19249.41,28.8767,,Inhibitory,19.24941
2012_08_31_0011,40,19286.21,27.1739,bout end,Inhibitory,19.28621
2012_08_31_0011,41,35199.96,0.0628,bout start; shock,Inhibitory,35.19996
2012_08_31_0011,42,35223.81,41.9287,,Inhibitory,35.22381
2012_08_31_0011,43,35244.86,47.5059,,Inhibitory,35.24486
2012_08_31_0011,44,35267.29,44.5831,,Inhibitory,35.26729
2012_08_31_0011,45,35296.13,34.6741,,Inhibitory,35.29613
2012_08_31_0011,46,35323.69,36.2845,,Inhibitory,35.323690000000006
2012_08_31_0011,47,35353.29,33.7838,,Inhibitory,35.35329
