Trace name,ID,On time,Freq,Tags,Type,Seconds
2012_12_04_0007,1,12190.73,,bout start; spontaneous,Cell-attached,12.19073
2012_12_04_0007,2,12216.1,39.4166,,Cell-attached,12.2161
2012_12_04_0007,3,12246.6,32.7869,bout end,Cell-attached,12.2466
2012_12_04_0007,4,12830.71,1.712,bout start; spontaneous,Cell-attached,12.83071
2012_12_04_0007,5,12859.07,35.2609,,Cell-attached,12.85907
2012_12_04_0007,6,12887.21,35.5366,,Cell-attached,12.88721
2012_12_04_0007,7,12916.59,34.0368,,Cell-attached,12.916590000000001
2012_12_04_0007,8,12947.85,31.9898,,Cell-attached,12.94785
2012_12_04_0007,9,12976.36,35.0754,,Cell-attached,12.976360000000001
2012_12_04_0007,10,13005.69,34.0948,,Cell-attached,13.005690000000001
2012_12_04_0007,11,13034.56,34.638,bout end,Cell-attached,13.034559999999999
2012_12_04_0007,12,13308.92,3.6448,bout start; spontaneous,Cell-attached,13.30892
2012_12_04_0007,13,13341.94,30.2847,,Cell-attached,13.341940000000001
2012_12_04_0007,14,13376.47,28.9603,,Cell-attached,13.37647
2012_12_04_0007,15,13407.46,32.2685,,Cell-attached,13.407459999999999
2012_12_04_0007,16,13437.59,33.1895,,Cell-attached,13.43759
2012_12_04_0007,17,13467.59,33.3333,bout end,Cell-attached,13.467590000000001
2012_12_04_0007,18,14127.04,1.5164,bout start; spontaneous,Cell-attached,14.127040000000001
2012_12_04_0007,19,14157.13,33.2336,,Cell-attached,14.157129999999999
2012_12_04_0007,20,14184.98,35.9066,,Cell-attached,14.18498
2012_12_04_0007,21,14218.56,29.7796,,Cell-attached,14.21856
2012_12_04_0007,22,14251.87,30.021,,Cell-attached,14.25187
2012_12_04_0007,23,14283.08,32.041,,Cell-attached,14.28308
2012_12_04_0007,24,14315.14,31.1915,,Cell-attached,14.31514
2012_12_04_0007,25,14348.71,29.7885,,Cell-attached,14.348709999999999
2012_12_04_0007,26,14383.61,28.6533,,Cell-attached,14.383610000000001
2012_12_04_0007,27,14418.11,28.9855,,Cell-attached,14.41811
2012_12_04_0007,28,14450.05,31.3087,,Cell-attached,14.45005
2012_12_04_0007,29,14483.57,29.8329,bout end,Cell-attached,14.48357
2012_12_04_0007,30,14911.2,2.3385,bout start; spontaneous,Cell-attached,14.911200000000001
2012_12_04_0007,31,14940.57,34.0483,,Cell-attached,14.94057
2012_12_04_0007,32,14965.22,40.568,,Cell-attached,14.96522
2012_12_04_0007,33,14992.1,37.2024,,Cell-attached,14.9921
2012_12_04_0007,34,15021.54,33.9674,,Cell-attached,15.021540000000002
2012_12_04_0007,35,15048.59,36.9686,,Cell-attached,15.04859
2012_12_04_0007,36,15080.88,30.9693,,Cell-attached,15.080879999999999
2012_12_04_0007,37,15114.28,29.9401,,Cell-attached,15.11428
2012_12_04_0007,38,15148.53,29.1971,,Cell-attached,15.148530000000001
2012_12_04_0007,39,15183.22,28.8268,,Cell-attached,15.18322
2012_12_04_0007,40,15218.87,28.0505,bout end,Cell-attached,15.21887
2012_12_04_0007,41,15454.96,4.2357,bout start; spontaneous,Cell-attached,15.45496
2012_12_04_0007,42,15479.35,41.0004,,Cell-attached,15.47935
2012_12_04_0007,43,15512.75,29.9401,,Cell-attached,15.51275
2012_12_04_0007,44,15548.86,27.6932,,Cell-attached,15.548860000000001
2012_12_04_0007,45,15578.24,34.0368,,Cell-attached,15.578240000000001
2012_12_04_0007,46,15612.35,29.3169,,Cell-attached,15.612350000000001
2012_12_04_0007,47,15642.14,33.5683,,Cell-attached,15.64214
2012_12_04_0007,48,15675.54,29.9401,,Cell-attached,15.675540000000002
2012_12_04_0007,49,15708.51,30.3306,,Cell-attached,15.70851
2012_12_04_0007,50,15742.53,29.3945,,Cell-attached,15.74253
2012_12_04_0007,51,15773.67,32.113,,Cell-attached,15.773670000000001
2012_12_04_0007,52,15805.84,31.0849,,Cell-attached,15.80584
2012_12_04_0007,53,15839.0,30.1568,,Cell-attached,15.839
2012_12_04_0007,54,15870.33,31.9183,,Cell-attached,15.870330000000001
2012_12_04_0007,55,15903.07,30.5437,,Cell-attached,15.90307
2012_12_04_0007,56,15934.58,31.736,bout end,Cell-attached,15.93458
2012_12_04_0007,57,16364.63,2.3253,bout start; spontaneous,Cell-attached,16.36463
2012_12_04_0007,58,16393.03,35.2113,,Cell-attached,16.39303
2012_12_04_0007,59,16424.3,31.9795,,Cell-attached,16.4243
2012_12_04_0007,60,16457.54,30.0842,,Cell-attached,16.45754
2012_12_04_0007,61,16490.49,30.349,,Cell-attached,16.49049
2012_12_04_0007,62,16526.51,27.7624,,Cell-attached,16.52651
2012_12_04_0007,63,16562.11,28.0899,,Cell-attached,16.56211
2012_12_04_0007,64,16598.95,27.1444,,Cell-attached,16.598950000000002
2012_12_04_0007,65,16635.39,27.4424,,Cell-attached,16.63539
2012_12_04_0007,66,16670.22,28.7109,,Cell-attached,16.67022
2012_12_04_0007,67,16702.93,30.5717,,Cell-attached,16.702930000000002
2012_12_04_0007,68,16739.11,27.6396,,Cell-attached,16.73911
2012_12_04_0007,69,16774.68,28.1136,bout end,Cell-attached,16.77468
2012_12_04_0007,70,17337.73,1.776,bout start; spontaneous,Cell-attached,17.33773
2012_12_04_0007,71,17370.08,30.9119,,Cell-attached,17.37008
2012_12_04_0007,72,17409.45,25.4001,,Cell-attached,17.40945
2012_12_04_0007,73,17449.67,24.8633,,Cell-attached,17.449669999999998
2012_12_04_0007,74,17484.58,28.6451,,Cell-attached,17.48458
2012_12_04_0007,75,17518.81,29.2141,,Cell-attached,17.518810000000002
2012_12_04_0007,76,17551.58,30.5157,,Cell-attached,17.55158
2012_12_04_0007,77,17585.83,29.1971,,Cell-attached,17.58583
2012_12_04_0007,78,17619.56,29.6472,,Cell-attached,17.619560000000003
2012_12_04_0007,79,17654.28,28.8018,bout end,Cell-attached,17.65428
2012_12_04_0007,80,32171.98,0.0689,bout start; spontaneous,Cell-attached,32.17198
2012_12_04_0007,81,32201.44,33.9443,,Cell-attached,32.20144
2012_12_04_0007,82,32230.56,34.3407,,Cell-attached,32.230560000000004
2012_12_04_0007,83,32260.89,32.9707,,Cell-attached,32.26089
2012_12_04_0007,84,32288.86,35.7526,,Cell-attached,32.28886
2012_12_04_0007,85,32319.67,32.457,,Cell-attached,32.31967
2012_12_04_0007,86,32349.01,34.0832,,Cell-attached,32.34901
2012_12_04_0007,87,32376.88,35.8809,,Cell-attached,32.37688
2012_12_04_0007,88,32407.42,32.7439,,Cell-attached,32.40742
2012_12_04_0007,89,32437.57,33.1675,,Cell-attached,32.43757
2012_12_04_0007,90,32467.66,33.2336,,Cell-attached,32.46766
2012_12_04_0007,91,32498.47,32.457,,Cell-attached,32.498470000000005
2012_12_04_0007,92,32531.52,30.2572,bout end,Cell-attached,32.53152
2012_12_04_0007,93,33058.22,1.8986,bout start; spontaneous,Cell-attached,33.05822
2012_12_04_0007,94,33090.78,30.7125,,Cell-attached,33.09078
2012_12_04_0007,95,33121.62,32.4254,,Cell-attached,33.12162
2012_12_04_0007,96,33156.23,28.8934,,Cell-attached,33.15623
2012_12_04_0007,97,33187.35,32.1337,,Cell-attached,33.18735
2012_12_04_0007,98,33226.13,25.7865,,Cell-attached,33.22613
2012_12_04_0007,99,33264.5,26.062,,Cell-attached,33.2645
2012_12_04_0007,100,33301.81,26.8025,,Cell-attached,33.301809999999996
