Trace name,ID,On time,Freq,Tags,Type,Seconds
2013_03_20_0006,1,14100.3,,bout start; shock,Excitatory,14.100299999999999
2013_03_20_0006,2,14129.52,34.2231,,Excitatory,14.129520000000001
2013_03_20_0006,3,14157.45,35.8038,,Excitatory,14.15745
2013_03_20_0006,4,14198.95,24.0964,,Excitatory,14.198950000000002
2013_03_20_0006,5,14243.94,22.2272,,Excitatory,14.24394
2013_03_20_0006,6,14288.75,22.3164,,Excitatory,14.28875
2013_03_20_0006,7,14327.0,26.1438,,Excitatory,14.327
2013_03_20_0006,8,14366.69,25.1953,,Excitatory,14.36669
2013_03_20_0006,9,14404.96,26.1301,bout end,Excitatory,14.404959999999999
2013_03_20_0006,10,14982.62,1.7311,bout start; shock,Excitatory,14.98262
2013_03_20_0006,11,15012.79,33.1455,,Excitatory,15.01279
2013_03_20_0006,12,15046.2,29.9312,,Excitatory,15.0462
2013_03_20_0006,13,15083.6,26.738,,Excitatory,15.0836
2013_03_20_0006,14,15119.09,28.177,,Excitatory,15.11909
2013_03_20_0006,15,15156.51,26.7237,,Excitatory,15.15651
2013_03_20_0006,16,15192.37,27.8862,,Excitatory,15.19237
2013_03_20_0006,17,15227.89,28.1532,,Excitatory,15.22789
2013_03_20_0006,18,15263.75,27.8862,,Excitatory,15.26375
2013_03_20_0006,19,15301.69,26.3574,,Excitatory,15.30169
2013_03_20_0006,20,15337.37,28.0269,,Excitatory,15.337370000000002
2013_03_20_0006,21,15372.34,28.5959,bout end,Excitatory,15.372340000000001
2013_03_20_0006,22,34772.92,0.0515,bout start; shock,Excitatory,34.77292
2013_03_20_0006,23,34799.01,38.3289,,Excitatory,34.79901
2013_03_20_0006,24,34830.49,31.7662,,Excitatory,34.83049
2013_03_20_0006,25,34873.32,23.3481,,Excitatory,34.87332
2013_03_20_0006,26,34921.34,20.8247,,Excitatory,34.92134
2013_03_20_0006,27,34961.93,24.6366,,Excitatory,34.96193
2013_03_20_0006,28,35002.88,24.42,,Excitatory,35.00288
2013_03_20_0006,29,35038.59,28.0034,,Excitatory,35.03859
2013_03_20_0006,30,35076.11,26.6525,,Excitatory,35.07611
2013_03_20_0006,31,35109.9,29.5946,,Excitatory,35.1099
2013_03_20_0006,32,35146.18,27.5634,bout end,Excitatory,35.14618
2013_03_20_0006,33,35800.64,1.528,bout start; spontaneous,Excitatory,35.80064
2013_03_20_0006,34,35836.21,28.1136,,Excitatory,35.83621
2013_03_20_0006,35,35872.93,27.2331,,Excitatory,35.872930000000004
2013_03_20_0006,36,35910.75,26.441,,Excitatory,35.91075
2013_03_20_0006,37,35945.27,28.9687,,Excitatory,35.94527
2013_03_20_0006,38,35980.39,28.4738,,Excitatory,35.98039
2013_03_20_0006,39,36018.0,26.5887,,Excitatory,36.018
2013_03_20_0006,40,36051.86,29.5334,,Excitatory,36.05186
2013_03_20_0006,41,36088.74,27.115,,Excitatory,36.08874
2013_03_20_0006,42,36125.15,27.465,,Excitatory,36.125150000000005
2013_03_20_0006,43,36160.0,28.6944,,Excitatory,36.160000000000004
2013_03_20_0006,44,36194.29,29.163,,Excitatory,36.19429
2013_03_20_0006,45,36232.2,26.3783,bout end,Excitatory,36.2322
2013_03_20_0006,46,43189.29,0.1437,bout start; shock,Excitatory,43.18929
2013_03_20_0006,47,43212.13,43.7828,,Excitatory,43.212129999999995
2013_03_20_0006,48,43242.28,33.1675,,Excitatory,43.24228
2013_03_20_0006,49,43276.06,29.6033,,Excitatory,43.27606
2013_03_20_0006,50,43319.14,23.2126,,Excitatory,43.31914
2013_03_20_0006,51,43365.28,21.6732,,Excitatory,43.36528
2013_03_20_0006,52,43403.98,25.8398,,Excitatory,43.403980000000004
2013_03_20_0006,53,43447.0,23.245,,Excitatory,43.447
2013_03_20_0006,54,43480.94,29.4638,,Excitatory,43.480940000000004
2013_03_20_0006,55,43524.59,22.9095,,Excitatory,43.524589999999996
2013_03_20_0006,56,43558.71,29.3083,bout end,Excitatory,43.55871
2013_03_20_0006,57,43899.82,2.9316,bout start; spontaneous,Excitatory,43.89982
2013_03_20_0006,58,43931.9,31.1721,,Excitatory,43.9319
2013_03_20_0006,59,43965.08,30.1386,,Excitatory,43.96508
2013_03_20_0006,60,43998.28,30.1205,,Excitatory,43.99828
2013_03_20_0006,61,44033.0,28.8018,,Excitatory,44.033
2013_03_20_0006,62,44069.14,27.6702,,Excitatory,44.06914
2013_03_20_0006,63,44104.59,28.2087,,Excitatory,44.104589999999995
2013_03_20_0006,64,44138.56,29.4377,,Excitatory,44.13856
2013_03_20_0006,65,44171.98,29.9222,,Excitatory,44.171980000000005
2013_03_20_0006,66,44206.81,28.7109,,Excitatory,44.20681
2013_03_20_0006,67,44240.23,29.9222,,Excitatory,44.240230000000004
2013_03_20_0006,68,44280.32,24.9439,,Excitatory,44.28032
2013_03_20_0006,69,44317.3,27.0416,,Excitatory,44.3173
2013_03_20_0006,70,44354.23,27.0783,,Excitatory,44.35423
2013_03_20_0006,71,44387.05,30.4692,bout end,Excitatory,44.38705
2013_03_20_0001,1,14556.29,,bout start; shock,Cell-attached,14.55629
2013_03_20_0001,2,14582.23,38.5505,,Cell-attached,14.58223
2013_03_20_0001,3,14615.27,30.2663,,Cell-attached,14.61527
2013_03_20_0001,4,14658.76,22.9938,,Cell-attached,14.658760000000001
2013_03_20_0001,5,14703.55,22.3264,,Cell-attached,14.70355
2013_03_20_0001,6,14743.72,24.8942,,Cell-attached,14.74372
2013_03_20_0001,7,14784.81,24.3368,,Cell-attached,14.78481
2013_03_20_0001,8,14821.6,27.1813,,Cell-attached,14.8216
2013_03_20_0001,9,14861.02,25.3678,,Cell-attached,14.86102
2013_03_20_0001,10,14897.94,27.0856,,Cell-attached,14.89794
2013_03_20_0001,11,14942.21,22.5887,,Cell-attached,14.94221
2013_03_20_0001,12,14980.98,25.7931,,Cell-attached,14.98098
2013_03_20_0001,13,15019.37,26.0485,,Cell-attached,15.01937
2013_03_20_0001,14,15057.52,26.2123,,Cell-attached,15.05752
2013_03_20_0001,15,15095.47,26.3505,,Cell-attached,15.095469999999999
2013_03_20_0001,16,15131.02,28.1294,,Cell-attached,15.131020000000001
2013_03_20_0001,17,15166.32,28.3286,,Cell-attached,15.16632
2013_03_20_0001,18,15196.94,32.6584,,Cell-attached,15.196940000000001
2013_03_20_0001,19,15235.69,25.8065,bout end,Cell-attached,15.23569
2013_03_20_0001,20,15463.15,4.3964,bout start; spontaneous,Cell-attached,15.46315
2013_03_20_0001,21,15490.81,36.1533,,Cell-attached,15.49081
2013_03_20_0001,22,15527.33,27.3823,,Cell-attached,15.527330000000001
2013_03_20_0001,23,15562.66,28.3046,,Cell-attached,15.562660000000001
2013_03_20_0001,24,15599.88,26.8673,,Cell-attached,15.599879999999999
2013_03_20_0001,25,15637.62,26.4971,,Cell-attached,15.637620000000002
2013_03_20_0001,26,15676.07,26.0078,,Cell-attached,15.67607
2013_03_20_0001,27,15717.36,24.2189,,Cell-attached,15.717360000000001
2013_03_20_0001,28,15758.52,24.2954,,Cell-attached,15.75852
