Trace name,ID,On time,Freq,Tags,Type,Seconds
2013_03_21_0049,1,21148.96,,bout start; shock,Excitatory,21.14896
2013_03_21_0049,2,21188.59,25.2334,,Excitatory,21.18859
2013_03_21_0049,3,21219.25,32.6158,,Excitatory,21.21925
2013_03_21_0049,4,21246.64,36.5097,,Excitatory,21.24664
2013_03_21_0049,5,21284.79,26.2123,,Excitatory,21.28479
2013_03_21_0049,6,21328.58,22.8363,,Excitatory,21.328580000000002
2013_03_21_0049,7,21365.32,27.2183,,Excitatory,21.36532
2013_03_21_0049,8,21400.86,28.1373,bout end,Excitatory,21.40086
2013_03_21_0049,9,22326.93,1.0798,bout start; shock,Excitatory,22.32693
2013_03_21_0049,10,22351.45,40.783,,Excitatory,22.35145
2013_03_21_0049,11,22376.23,40.3551,,Excitatory,22.37623
2013_03_21_0049,12,22400.29,41.5628,,Excitatory,22.400290000000002
2013_03_21_0049,13,22422.05,45.9559,,Excitatory,22.42205
2013_03_21_0049,14,22429.29,138.1215,,Excitatory,22.42929
2013_03_21_0049,15,22447.64,54.4959,,Excitatory,22.44764
2013_03_21_0049,16,22473.36,38.8802,,Excitatory,22.47336
2013_03_21_0049,17,22477.48,242.7184,,Excitatory,22.47748
2013_03_21_0049,18,22504.61,36.8596,,Excitatory,22.50461
2013_03_21_0049,19,22537.67,30.248,,Excitatory,22.53767
2013_03_21_0049,20,22575.45,26.469,,Excitatory,22.57545
2013_03_21_0049,21,22611.98,27.3748,,Excitatory,22.61198
2013_03_21_0049,22,22649.29,26.8025,,Excitatory,22.64929
2013_03_21_0049,23,22655.73,155.2795,,Excitatory,22.65573
2013_03_21_0049,24,22688.72,30.3122,,Excitatory,22.68872
2013_03_21_0049,25,22727.7,25.6542,,Excitatory,22.727700000000002
2013_03_21_0049,26,22765.2,26.6667,bout end,Excitatory,22.7652
2013_03_21_0045,1,5172.9,,bout start; shock,Cell-attached,5.172899999999999
2013_03_21_0045,2,5207.99,28.4981,,Cell-attached,5.20799
2013_03_21_0045,3,5245.21,26.8673,,Cell-attached,5.24521
2013_03_21_0045,4,5281.32,27.6932,bout end,Cell-attached,5.28132
2013_03_21_0045,5,6112.98,1.2024,bout start; spontaneous,Cell-attached,6.112979999999999
2013_03_21_0045,6,6144.62,31.6056,,Cell-attached,6.14462
2013_03_21_0045,7,6175.38,32.5098,,Cell-attached,6.1753800000000005
2013_03_21_0045,8,6208.39,30.2939,,Cell-attached,6.2083900000000005
2013_03_21_0045,9,6240.75,30.9023,,Cell-attached,6.24075
2013_03_21_0045,10,6272.35,31.6456,bout end,Cell-attached,6.27235
2013_03_21_0045,11,6652.71,2.6291,bout start; spontaneous,Cell-attached,6.65271
2013_03_21_0045,12,6680.12,36.483,,Cell-attached,6.68012
2013_03_21_0045,13,6711.63,31.736,,Cell-attached,6.71163
2013_03_21_0045,14,6744.04,30.8547,,Cell-attached,6.74404
2013_03_21_0045,15,6780.67,27.3,,Cell-attached,6.780670000000001
2013_03_21_0045,16,6821.08,24.7463,,Cell-attached,6.82108
2013_03_21_0045,17,6859.07,26.3227,,Cell-attached,6.85907
2013_03_21_0045,18,6902.39,23.084,,Cell-attached,6.9023900000000005
2013_03_21_0045,19,6946.03,22.9148,,Cell-attached,6.9460299999999995
2013_03_21_0045,20,6987.95,23.855,,Cell-attached,6.98795
2013_03_21_0045,21,7026.79,25.7467,,Cell-attached,7.02679
2013_03_21_0045,22,7065.63,25.7467,,Cell-attached,7.0656300000000005
2013_03_21_0045,23,7105.97,24.7893,,Cell-attached,7.10597
2013_03_21_0045,24,7150.05,22.686,,Cell-attached,7.15005
2013_03_21_0045,25,7191.69,24.0154,,Cell-attached,7.1916899999999995
2013_03_21_0045,26,7237.36,21.8962,,Cell-attached,7.23736
2013_03_21_0045,27,7280.33,23.2721,,Cell-attached,7.28033
2013_03_21_0045,28,7331.15,19.6773,,Cell-attached,7.33115
2013_03_21_0045,29,7374.48,23.0787,,Cell-attached,7.37448
2013_03_21_0045,30,7419.9,22.0167,,Cell-attached,7.4199
2013_03_21_0045,31,7465.25,22.0507,,Cell-attached,7.46525
2013_03_21_0045,32,7511.18,21.7723,,Cell-attached,7.51118
2013_03_21_0045,33,7560.72,20.1857,,Cell-attached,7.560720000000001
2013_03_21_0045,34,7603.94,23.1374,,Cell-attached,7.60394
2013_03_21_0045,35,7643.11,25.5297,,Cell-attached,7.64311
2013_03_21_0045,36,7688.55,22.007,,Cell-attached,7.68855
2013_03_21_0045,37,7732.19,22.9148,,Cell-attached,7.73219
2013_03_21_0045,38,7778.98,21.3721,,Cell-attached,7.77898
2013_03_21_0045,39,7830.7,19.3349,,Cell-attached,7.8307
2013_03_21_0045,40,7873.3,23.4742,,Cell-attached,7.8733
2013_03_21_0045,41,7922.94,20.145,,Cell-attached,7.92294
2013_03_21_0045,42,7967.22,22.5836,,Cell-attached,7.96722
2013_03_21_0045,43,8013.59,21.5657,,Cell-attached,8.01359
2013_03_21_0045,44,8059.58,21.7439,,Cell-attached,8.05958
2013_03_21_0045,45,8103.11,22.9727,,Cell-attached,8.10311
